Model,TBS2104X
Firmware Version,v1.31.14

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-05,,,
Filter Frequency,2e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,A
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,0.05
Label,,,,
TIME,CH1,CH2,CH3,CH4
-1.5859e-01,0.39,0.36,-0.17,-0.000499995
-1.5858e-01,0.39,0.4,-0.21,-0.0125
-1.5856e-01,0.39,0.36,-0.21,-0.0025
-1.5854e-01,0.39,0.32,-0.17,-0.0045
-1.5853e-01,0.39,0.36,-0.17,-0.0065
-1.5851e-01,0.39,0.36,-0.21,-0.0045
-1.5850e-01,0.39,0.36,-0.21,-0.0045
-1.5848e-01,0.39,0.36,-0.17,-0.0065
-1.5846e-01,0.43,0.36,-0.17,-0.0045
-1.5845e-01,0.39,0.4,-0.17,-0.0065
-1.5843e-01,0.39,0.4,-0.17,-0.0045
-1.5842e-01,0.39,0.36,-0.17,-0.0045
-1.5840e-01,0.39,0.36,-0.17,-0.0045
-1.5838e-01,0.39,0.36,-0.17,-0.0065
-1.5837e-01,0.39,0.36,-0.17,-0.0045
-1.5835e-01,0.39,0.36,-0.17,-0.0045
-1.5834e-01,0.39,0.36,-0.17,-0.0045
-1.5832e-01,0.39,0.36,-0.21,-0.0045
-1.5830e-01,0.39,0.36,-0.17,-0.0065
-1.5829e-01,0.39,0.36,-0.21,-0.0065
-1.5827e-01,0.39,0.36,-0.17,-0.0065
-1.5826e-01,0.39,0.32,-0.17,-0.0045
-1.5824e-01,0.39,0.36,-0.17,-0.0045
-1.5822e-01,0.39,0.36,-0.17,-0.0065
-1.5821e-01,0.39,0.36,-0.17,-0.0065
-1.5819e-01,0.39,0.36,-0.17,-0.0045
-1.5818e-01,0.39,0.36,-0.17,-0.0065
-1.5816e-01,0.43,0.36,-0.17,-0.0065
-1.5814e-01,0.39,0.32,-0.17,-0.0045
-1.5813e-01,0.43,0.36,-0.21,-0.0045
-1.5811e-01,0.39,0.32,-0.17,-0.0045
-1.5810e-01,0.39,0.36,-0.17,-0.0045
-1.5808e-01,0.39,0.36,-0.17,-0.0045
-1.5806e-01,0.39,0.36,-0.21,-0.0065
-1.5805e-01,0.39,0.36,-0.17,-0.0045
-1.5803e-01,0.39,0.36,-0.21,-0.0045
-1.5802e-01,0.39,0.36,-0.17,-0.0045
-1.5800e-01,0.39,0.36,-0.17,-0.0045
-1.5798e-01,0.39,0.32,-0.17,-0.0045
-1.5797e-01,0.39,0.32,-0.17,-0.0045
-1.5795e-01,0.39,0.4,-0.17,-0.0045
-1.5794e-01,0.39,0.36,-0.21,-0.0045
-1.5792e-01,0.39,0.36,-0.21,-0.0045
-1.5790e-01,0.39,0.32,-0.21,-0.0045
-1.5789e-01,0.39,0.32,-0.05,-0.0025
-1.5787e-01,0.39,0.36,-0.05,0.0075
-1.5786e-01,0.43,0.4,-0.05,-0.000499995
-1.5784e-01,0.39,0.36,-0.01,-0.000499995
-1.5782e-01,0.43,0.36,-0.05,-0.000499995
-1.5781e-01,0.39,0.36,-0.05,-0.000499995
-1.5779e-01,0.39,0.36,-0.09,-0.000499995
-1.5778e-01,0.39,0.36,-0.05,-0.000499995
-1.5776e-01,0.39,0.36,-0.05,-0.000499995
-1.5774e-01,0.39,0.36,-0.05,-0.000499995
-1.5773e-01,0.39,0.36,-0.05,-0.000499995
-1.5771e-01,0.35,0.36,-0.05,-0.000499995
-1.5770e-01,0.39,0.36,-0.01,-0.000499995
-1.5768e-01,0.39,0.32,-0.05,-0.000499995
-1.5766e-01,0.39,0.36,-0.05,-0.000499995
-1.5765e-01,0.39,0.36,-0.05,-0.000499995
-1.5763e-01,0.39,0.36,-0.05,-0.000499995
-1.5762e-01,0.39,0.36,-0.09,-0.000499995
-1.5760e-01,0.43,0.36,-0.05,-0.000499995
-1.5758e-01,0.39,0.36,-0.05,-0.000499995
-1.5757e-01,0.43,0.32,-0.09,-0.000499995
-1.5755e-01,0.39,0.36,-0.05,-0.000499995
-1.5754e-01,0.39,0.4,-0.05,-0.000499995
-1.5752e-01,0.39,0.36,-0.05,-0.000499995
-1.5750e-01,0.43,0.36,-0.01,-0.000499995
-1.5749e-01,0.43,0.36,-0.05,-0.000499995
-1.5747e-01,0.39,0.4,-0.05,-0.000499995
-1.5746e-01,0.39,0.36,-0.05,-0.000499995
-1.5744e-01,0.39,0.32,-0.01,-0.000499995
-1.5742e-01,0.39,0.36,-0.05,-0.000499995
-1.5741e-01,0.39,0.36,-0.05,-0.0025
-1.5739e-01,0.03,0.36,-0.37,0.0015
-1.5738e-01,-0.00999995,0.36,-0.33,-0.0045
-1.5736e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5734e-01,-0.00999995,0.36,-0.33,-0.0085
-1.5733e-01,-0.00999995,0.36,-0.33,-0.0085
-1.5731e-01,-0.05,0.4,-0.29,-0.0105
-1.5730e-01,-0.00999995,0.36,-0.49,-0.0105
-1.5728e-01,-0.00999995,0.36,-0.45,-0.0085
-1.5726e-01,-0.05,0.36,-0.45,-0.0145
-1.5725e-01,-0.00999995,0.36,-0.49,-0.0185
-1.5723e-01,-0.05,0.36,-0.49,-0.0145
-1.5722e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5720e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5718e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5717e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5715e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5714e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5712e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5710e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5709e-01,-0.05,0.36,-0.45,-0.0145
-1.5707e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5706e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5704e-01,-0.05,0.36,-0.45,-0.0145
-1.5702e-01,-0.00999995,0.4,-0.49,-0.0145
-1.5701e-01,-0.05,0.32,-0.45,-0.0145
-1.5699e-01,-0.05,0.36,-0.45,-0.0145
-1.5698e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5696e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5694e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5693e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5691e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5690e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5688e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5686e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5685e-01,-0.05,0.36,-0.45,-0.0145
-1.5683e-01,0.39,0.32,-0.17,-0.0105
-1.5682e-01,0.39,0.36,-0.17,-0.0025
-1.5680e-01,0.39,0.32,-0.17,-0.0065
-1.5678e-01,0.43,0.36,-0.21,-0.0065
-1.5677e-01,0.39,0.36,-0.17,-0.0085
-1.5675e-01,0.39,0.32,-0.17,-0.0065
-1.5674e-01,0.43,0.36,-0.17,-0.0045
-1.5672e-01,0.39,0.36,-0.17,-0.0045
-1.5670e-01,0.39,0.36,-0.17,-0.0045
-1.5669e-01,0.39,0.36,-0.17,-0.0045
-1.5667e-01,0.39,0.36,-0.17,-0.0045
-1.5666e-01,0.39,0.36,-0.21,-0.0065
-1.5664e-01,0.43,0.36,-0.17,-0.0045
-1.5662e-01,0.39,0.36,-0.17,-0.0065
-1.5661e-01,0.39,0.36,-0.17,-0.0045
-1.5659e-01,0.39,0.36,-0.17,-0.0065
-1.5658e-01,0.39,0.36,-0.17,-0.0045
-1.5656e-01,0.39,0.32,-0.17,-0.0045
-1.5654e-01,0.39,0.36,-0.17,-0.0045
-1.5653e-01,0.39,0.36,-0.17,-0.0045
-1.5651e-01,0.39,0.36,-0.17,-0.0045
-1.5650e-01,0.39,0.32,-0.17,-0.0045
-1.5648e-01,0.35,0.36,-0.17,-0.0045
-1.5646e-01,0.39,0.36,-0.17,-0.0045
-1.5645e-01,0.39,0.36,-0.21,-0.0045
-1.5643e-01,0.39,0.4,-0.17,-0.0045
-1.5642e-01,0.39,0.36,-0.17,-0.0065
-1.5640e-01,0.39,0.36,-0.17,-0.0065
-1.5638e-01,0.39,0.36,-0.17,-0.0045
-1.5637e-01,0.39,0.32,-0.17,-0.0065
-1.5635e-01,0.39,0.36,-0.21,-0.0065
-1.5634e-01,0.39,0.36,-0.17,-0.0065
-1.5632e-01,0.39,0.36,-0.17,-0.0065
-1.5630e-01,0.39,0.36,-0.21,-0.0065
-1.5629e-01,0.39,0.32,-0.17,-0.0065
-1.5627e-01,0.39,0.36,-0.17,-0.0045
-1.5626e-01,0.39,0.36,-0.17,-0.0065
-1.5624e-01,0.39,0.36,-0.17,-0.0065
-1.5622e-01,0.39,0.36,-0.17,-0.0065
-1.5621e-01,0.39,0.36,-0.17,-0.0045
-1.5619e-01,0.39,0.36,-0.17,-0.0045
-1.5618e-01,0.39,0.36,-0.17,-0.0045
-1.5616e-01,0.39,0.36,-0.17,-0.0045
-1.5614e-01,0.39,0.36,-0.17,-0.0045
-1.5613e-01,0.39,0.36,-0.17,-0.0045
-1.5611e-01,0.39,0.36,-0.17,-0.0065
-1.5610e-01,0.39,0.32,-0.17,-0.0065
-1.5608e-01,-0.05,0.36,-0.45,-0.0165
-1.5606e-01,-0.05,0.36,-0.45,-0.0145
-1.5605e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5603e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5602e-01,-0.00999995,0.4,-0.49,-0.0145
-1.5600e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5598e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5597e-01,-0.00999995,0.4,-0.45,-0.0145
-1.5595e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5594e-01,-0.05,0.36,-0.45,-0.0145
-1.5592e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5590e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5589e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5587e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5586e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5584e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5582e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5581e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5579e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5578e-01,-0.05,0.36,-0.45,-0.0145
-1.5576e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5574e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5573e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5571e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5570e-01,-0.05,0.36,-0.45,-0.0145
-1.5568e-01,-0.05,0.36,-0.45,-0.0165
-1.5566e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5565e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5563e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5562e-01,-0.05,0.36,-0.49,-0.0165
-1.5560e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5558e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5557e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5555e-01,-0.05,0.36,-0.45,-0.0145
-1.5554e-01,-0.05,0.36,-0.45,-0.0145
-1.5552e-01,-0.05,0.36,-0.45,-0.0145
-1.5550e-01,-0.05,0.36,-0.45,-0.0145
-1.5549e-01,-0.05,0.32,-0.45,-0.0145
-1.5547e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5546e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5544e-01,-0.05,0.36,-0.49,-0.0145
-1.5542e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5541e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5539e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5538e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5536e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5534e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5533e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5531e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5530e-01,-0.00999995,0.36,-0.37,-0.0145
-1.5528e-01,-0.00999995,0.36,-0.29,-0.0065
-1.5526e-01,-0.00999995,0.32,-0.29,-0.0145
-1.5525e-01,-0.00999995,0.36,-0.29,-0.0085
-1.5523e-01,-0.00999995,0.32,-0.33,-0.0105
-1.5522e-01,-0.00999995,0.36,-0.37,-0.0105
-1.5520e-01,-0.05,0.36,-0.33,-0.0105
-1.5518e-01,-0.00999995,0.32,-0.33,-0.0105
-1.5517e-01,-0.00999995,0.32,-0.29,-0.0085
-1.5515e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5514e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5512e-01,-0.00999995,0.4,-0.29,-0.0105
-1.5510e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5509e-01,-0.05,0.32,-0.33,-0.0105
-1.5507e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5506e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5504e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5502e-01,-0.00999995,0.4,-0.29,-0.0125
-1.5501e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5499e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5498e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5496e-01,-0.00999995,0.36,-0.37,-0.0105
-1.5494e-01,-0.00999995,0.4,-0.33,-0.0105
-1.5493e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5491e-01,-0.00999995,0.36,-0.37,-0.0105
-1.5490e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5488e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5486e-01,-0.05,0.36,-0.33,-0.0105
-1.5485e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5483e-01,-0.00999995,0.4,-0.29,-0.0105
-1.5482e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5480e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5478e-01,-0.00999995,0.4,-0.33,-0.0105
-1.5477e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5475e-01,-0.00999995,0.36,-0.37,-0.0085
-1.5474e-01,-0.05,0.36,-0.33,-0.0105
-1.5472e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5470e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5469e-01,-0.00999995,0.32,-0.29,-0.0105
-1.5467e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5466e-01,-0.00999995,0.4,-0.33,-0.0105
-1.5464e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5462e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5461e-01,-0.05,0.36,-0.29,-0.0105
-1.5459e-01,-0.00999995,0.36,-0.33,-0.0085
-1.5458e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5456e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5454e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5453e-01,-0.00999995,0.36,-0.49,-0.0105
-1.5451e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5450e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5448e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5446e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5445e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5443e-01,-0.05,0.36,-0.45,-0.0165
-1.5442e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5440e-01,-0.05,0.32,-0.45,-0.0145
-1.5438e-01,-0.05,0.36,-0.45,-0.0165
-1.5437e-01,-0.00999995,0.4,-0.45,-0.0165
-1.5435e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5434e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5432e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5430e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5429e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5427e-01,-0.05,0.36,-0.45,-0.0165
-1.5426e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5424e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5422e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5421e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5419e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5418e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5416e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5414e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5413e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5411e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5410e-01,-0.00999995,0.4,-0.45,-0.0165
-1.5408e-01,-0.00999995,0.32,-0.45,-0.0185
-1.5406e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5405e-01,-0.05,0.36,-0.49,-0.0145
-1.5403e-01,-0.00999995,0.36,-0.57,-0.0285
-1.5402e-01,-0.00999995,0.32,-0.61,-0.0145
-1.5400e-01,-0.00999995,0.36,-0.57,-0.0205
-1.5398e-01,-0.00999995,0.36,-0.45,-0.0205
-1.5397e-01,-0.00999995,0.36,-0.49,-0.0105
-1.5395e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5394e-01,-0.05,0.36,-0.45,-0.0145
-1.5392e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5390e-01,-0.00999995,0.4,-0.45,-0.0165
-1.5389e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5387e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5386e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5384e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5382e-01,-0.05,0.36,-0.45,-0.0165
-1.5381e-01,-0.00999995,0.36,-0.41,-0.0145
-1.5379e-01,-0.00999995,0.36,-0.41,-0.0165
-1.5378e-01,-0.05,0.36,-0.45,-0.0165
-1.5376e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5374e-01,-0.05,0.36,-0.45,-0.0165
-1.5373e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5371e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5370e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5368e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5366e-01,-0.05,0.36,-0.45,-0.0165
-1.5365e-01,-0.05,0.36,-0.45,-0.0145
-1.5363e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5362e-01,-0.05,0.36,-0.45,-0.0145
-1.5360e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5358e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5357e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5355e-01,-0.05,0.36,-0.45,-0.0165
-1.5354e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5352e-01,0.03,0.36,-0.45,-0.0145
-1.5350e-01,-0.05,0.36,-0.45,-0.0145
-1.5349e-01,-0.05,0.36,-0.29,-0.0025
-1.5347e-01,-0.00999995,0.36,-0.29,-0.0145
-1.5346e-01,-0.00999995,0.36,-0.33,-0.0065
-1.5344e-01,-0.00999995,0.36,-0.33,-0.0085
-1.5342e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5341e-01,-0.00999995,0.36,-0.29,-0.0125
-1.5339e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5338e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5336e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5334e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5333e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5331e-01,-0.00999995,0.4,-0.33,-0.0105
-1.5330e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5328e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5326e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5325e-01,-0.05,0.36,-0.33,-0.0105
-1.5323e-01,0.03,0.32,-0.33,-0.0125
-1.5322e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5320e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5318e-01,-0.00999995,0.36,-0.29,-0.0085
-1.5317e-01,-0.00999995,0.32,-0.33,-0.0105
-1.5315e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5314e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5312e-01,-0.00999995,0.4,-0.33,-0.0105
-1.5310e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5309e-01,-0.05,0.36,-0.29,-0.0105
-1.5307e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5306e-01,-0.05,0.36,-0.29,-0.0105
-1.5304e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5302e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5301e-01,-0.05,0.36,-0.37,-0.0105
-1.5299e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5298e-01,-0.00999995,0.32,-0.33,-0.0125
-1.5296e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5294e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5293e-01,-0.00999995,0.36,-0.29,-0.0125
-1.5291e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5290e-01,-0.05,0.36,-0.29,-0.0105
-1.5288e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5286e-01,-0.05,0.4,-0.33,-0.0105
-1.5285e-01,-0.00999995,0.32,-0.29,-0.0085
-1.5283e-01,-0.00999995,0.36,-0.29,-0.0105
-1.5282e-01,-0.00999995,0.36,-0.33,-0.0125
-1.5280e-01,-0.00999995,0.36,-0.33,-0.0105
-1.5278e-01,-0.00999995,0.36,-0.45,-0.0265
-1.5277e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5275e-01,-0.00999995,0.36,-0.45,-0.0185
-1.5274e-01,-0.05,0.36,-0.45,-0.0125
-1.5272e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5270e-01,-0.05,0.32,-0.49,-0.0145
-1.5269e-01,-0.05,0.36,-0.45,-0.0145
-1.5267e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5266e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5264e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5262e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5261e-01,-0.05,0.36,-0.45,-0.0165
-1.5259e-01,-0.05,0.32,-0.45,-0.0165
-1.5258e-01,-0.05,0.36,-0.45,-0.0165
-1.5256e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5254e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5253e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5251e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5250e-01,0.03,0.4,-0.49,-0.0165
-1.5248e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5246e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5245e-01,-0.05,0.36,-0.45,-0.0145
-1.5243e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5242e-01,-0.00999995,0.36,-0.49,-0.0165
-1.5240e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5238e-01,-0.05,0.36,-0.45,-0.0145
-1.5237e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5235e-01,-0.00999995,0.32,-0.45,-0.0145
-1.5234e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5232e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5230e-01,-0.00999995,0.4,-0.49,-0.0145
-1.5229e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5227e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5226e-01,-0.05,0.36,-0.49,-0.0145
-1.5224e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5222e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5221e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5219e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5218e-01,-0.05,0.32,-0.45,-0.0145
-1.5216e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5214e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5213e-01,-0.00999995,0.32,-0.49,-0.0145
-1.5211e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5210e-01,-0.00999995,0.36,-0.45,-0.0165
-1.5208e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5206e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5205e-01,-0.00999995,0.32,-0.45,-0.0165
-1.5203e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5202e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5200e-01,-0.00999995,0.4,-0.49,-0.0145
-1.5198e-01,-0.05,0.32,-0.45,-0.0145
-1.5197e-01,-0.00999995,0.36,-0.45,-0.0145
-1.5195e-01,-0.00999995,0.36,-0.49,-0.0145
-1.5194e-01,0.43,0.36,-0.21,-0.0065
-1.5192e-01,0.43,0.36,-0.17,-0.0105
-1.5190e-01,0.39,0.32,-0.21,-0.0045
-1.5189e-01,0.43,0.36,-0.21,-0.0065
-1.5187e-01,0.39,0.36,-0.17,-0.0065
-1.5186e-01,0.39,0.36,-0.17,-0.0065
-1.5184e-01,0.39,0.36,-0.21,-0.0045
-1.5182e-01,0.39,0.36,-0.17,-0.0065
-1.5181e-01,0.39,0.36,-0.17,-0.0065
-1.5179e-01,0.39,0.36,-0.21,-0.0065
-1.5178e-01,0.39,0.36,-0.21,-0.0045
-1.5176e-01,0.39,0.36,-0.17,-0.0065
-1.5174e-01,0.39,0.36,-0.17,-0.0045
-1.5173e-01,0.39,0.4,-0.17,-0.0045
-1.5171e-01,0.39,0.36,-0.21,-0.0045
-1.5170e-01,0.39,0.36,-0.17,-0.0045
-1.5168e-01,0.39,0.32,-0.17,-0.0045
-1.5166e-01,0.39,0.36,-0.17,-0.0065
-1.5165e-01,0.39,0.32,-0.17,-0.0065
-1.5163e-01,0.39,0.36,-0.17,-0.0045
-1.5162e-01,0.39,0.36,-0.21,-0.0045
-1.5160e-01,0.39,0.36,-0.17,-0.0045
-1.5158e-01,0.39,0.36,-0.21,-0.0045
-1.5157e-01,0.39,0.36,-0.17,-0.0045
-1.5155e-01,0.39,0.36,-0.17,-0.0065
-1.5154e-01,0.39,0.36,-0.21,-0.0045
-1.5152e-01,0.39,0.36,-0.17,-0.0065
-1.5150e-01,0.39,0.36,-0.21,-0.0065
-1.5149e-01,0.43,0.36,-0.17,-0.0065
-1.5147e-01,0.39,0.32,-0.17,-0.0065
-1.5146e-01,0.39,0.36,-0.17,-0.0065
-1.5144e-01,0.39,0.36,-0.17,-0.0045
-1.5142e-01,0.39,0.36,-0.17,-0.0045
-1.5141e-01,0.39,0.4,-0.17,-0.0065
-1.5139e-01,0.39,0.36,-0.17,-0.0045
-1.5138e-01,0.43,0.32,-0.17,-0.0065
-1.5136e-01,0.39,0.36,-0.17,-0.0045
-1.5134e-01,0.39,0.36,-0.17,-0.0045
-1.5133e-01,0.43,0.36,-0.17,-0.0045
-1.5131e-01,0.39,0.4,-0.21,-0.0045
-1.5130e-01,0.39,0.36,-0.17,-0.0065
-1.5128e-01,0.39,0.4,-0.17,-0.0065
-1.5126e-01,0.39,0.36,-0.17,-0.0065
-1.5125e-01,0.39,0.4,-0.17,-0.0045
-1.5123e-01,0.39,0.4,-0.17,-0.0045
-1.5122e-01,0.43,0.36,-0.17,-0.0045
-1.5120e-01,0.39,0.36,-0.17,-0.0065
