Model,TBS2104X
Firmware Version,v1.31.14

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.01,,,
Sample Interval,8e-06,,,
Filter Frequency,2e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,A
Vertical Offset,0,0,0,0
Vertical Scale,1,1,0.5,0.2
Label,,,,
TIME,CH1,CH2,CH3,CH4
-4.7040e-03,-0.41,-0.4,-0.405,0.17
-4.6960e-03,-0.00999995,-5.96046e-09,-0.265,0.202
-4.6880e-03,-0.00999995,-0.04,-0.265,0.234
-4.6800e-03,-0.00999995,-0.04,-0.265,0.21
-4.6720e-03,-0.00999995,-0.04,-0.265,0.194
-4.6640e-03,-0.00999995,-0.04,-0.265,0.226
-4.6560e-03,-0.00999995,-0.04,-0.265,0.21
-4.6480e-03,0.03,-0.04,-0.265,0.218
-4.6400e-03,-0.00999995,-0.04,-0.265,0.21
-4.6320e-03,-0.00999995,-0.04,-0.285,0.218
-4.6240e-03,-0.00999995,-0.04,-0.265,0.21
-4.6160e-03,-0.00999995,-0.04,-0.265,0.218
-4.6080e-03,-0.00999995,-5.96046e-09,-0.265,0.21
-4.6000e-03,0.39,0.32,-0.00499999,0.178
-4.5920e-03,0.35,0.36,-0.00499999,0.146
-4.5840e-03,0.39,0.36,-0.00499999,0.17
-4.5760e-03,0.39,0.36,-0.00499999,0.178
-4.5680e-03,0.39,0.4,0.015,0.154
-4.5600e-03,0.39,0.36,-0.00499999,0.17
-4.5520e-03,0.39,0.32,-0.00499999,0.162
-4.5440e-03,0.39,0.36,-0.00499999,0.178
-4.5360e-03,0.39,0.36,-0.00499999,0.162
-4.5280e-03,0.43,0.36,-0.00499999,0.162
-4.5200e-03,0.39,0.36,0.015,0.162
-4.5120e-03,0.39,0.36,-0.00499999,0.17
-4.5040e-03,0.39,0.36,-0.00499999,0.17
-4.4960e-03,0.39,0.36,-0.00499999,0.17
-4.4880e-03,0.39,0.36,-0.00499999,0.17
-4.4800e-03,0.39,0.36,-0.00499999,0.162
-4.4720e-03,0.39,0.36,-0.00499999,0.17
-4.4640e-03,0.39,0.36,-0.00499999,0.17
-4.4560e-03,0.39,0.36,0.015,0.17
-4.4480e-03,0.35,0.36,-0.00499999,0.17
-4.4400e-03,0.39,0.36,0.015,0.162
-4.4320e-03,0.39,0.36,-0.00499999,0.17
-4.4240e-03,0.39,0.36,-0.00499999,0.162
-4.4160e-03,0.39,0.36,-0.00499999,0.162
-4.4080e-03,0.39,0.4,-0.00499999,0.17
-4.4000e-03,0.39,0.4,-0.00499999,0.162
-4.3920e-03,0.39,0.4,-0.00499999,0.17
-4.3840e-03,0.39,0.36,-0.00499999,0.17
-4.3760e-03,0.39,0.36,-0.00499999,0.17
-4.3680e-03,0.39,0.36,-0.00499999,0.17
-4.3600e-03,0.39,0.36,-0.00499999,0.162
-4.3520e-03,0.39,0.36,-0.00499999,0.17
-4.3440e-03,0.39,0.36,-0.00499999,0.17
-4.3360e-03,0.39,0.36,-0.00499999,0.17
-4.3280e-03,0.39,0.36,-0.00499999,0.17
-4.3200e-03,0.39,0.36,-0.00499999,0.162
-4.3120e-03,0.35,0.36,-0.00499999,0.162
-4.3040e-03,0.39,0.36,-0.00499999,0.17
-4.2960e-03,0.39,0.32,-0.00499999,0.162
-4.2880e-03,0.39,0.36,-0.00499999,0.162
-4.2800e-03,0.39,0.32,-0.00499999,0.162
-4.2720e-03,0.39,0.36,-0.00499999,0.162
-4.2640e-03,0.39,0.32,-0.00499999,0.17
-4.2560e-03,0.39,0.36,-0.00499999,0.17
-4.2480e-03,0.39,0.36,-0.00499999,0.162
-4.2400e-03,0.39,0.36,-0.00499999,0.154
-4.2320e-03,0.39,0.36,-0.00499999,0.17
-4.2240e-03,0.39,0.36,-0.00499999,0.17
-4.2160e-03,0.39,0.36,-0.00499999,0.162
-4.2080e-03,0.39,0.36,-0.00499999,0.17
-4.2000e-03,0.39,0.36,-0.00499999,0.17
-4.1920e-03,0.39,0.36,-0.00499999,0.17
-4.1840e-03,0.39,0.36,-0.00499999,0.17
-4.1760e-03,0.39,0.36,-0.00499999,0.17
-4.1680e-03,0.39,0.32,-0.00499999,0.17
-4.1600e-03,0.39,0.36,0.015,0.162
-4.1520e-03,0.03,-5.96046e-09,-0.125,0.154
-4.1440e-03,0.03,-0.04,-0.145,0.122
-4.1360e-03,-0.00999995,-0.04,-0.125,0.138
-4.1280e-03,-0.00999995,-0.04,-0.125,0.106
-4.1200e-03,-0.00999995,-0.04,-0.125,0.122
-4.1120e-03,-0.00999995,-0.04,-0.145,0.122
-4.1040e-03,-0.00999995,-0.08,-0.145,0.13
-4.0960e-03,-0.00999995,-0.04,-0.125,0.114
-4.0880e-03,-0.05,-0.04,-0.145,0.122
-4.0800e-03,-0.00999995,-0.04,-0.125,0.114
-4.0720e-03,-0.00999995,-0.04,-0.145,0.122
-4.0640e-03,-0.00999995,-0.04,-0.145,0.122
-4.0560e-03,-0.00999995,-0.04,-0.125,0.114
-4.0480e-03,-0.00999995,-0.04,-0.145,0.122
-4.0400e-03,-0.00999995,-0.04,-0.145,0.114
-4.0320e-03,-0.00999995,-0.04,-0.125,0.114
-4.0240e-03,-0.00999995,-0.04,-0.125,0.114
-4.0160e-03,-0.00999995,-0.04,-0.125,0.114
-4.0080e-03,-0.00999995,-0.04,-0.125,0.114
-4.0000e-03,-0.00999995,-0.04,-0.125,0.114
-3.9920e-03,-0.00999995,-0.04,-0.125,0.122
-3.9840e-03,-0.00999995,-0.04,-0.125,0.114
-3.9760e-03,-0.00999995,-5.96046e-09,-0.125,0.114
-3.9680e-03,-0.00999995,-0.04,-0.125,0.114
-3.9600e-03,-0.00999995,-0.04,-0.145,0.122
-3.9520e-03,-0.00999995,-0.04,-0.125,0.114
-3.9440e-03,-0.00999995,-0.08,-0.125,0.114
-3.9360e-03,-0.00999995,-0.04,-0.145,0.114
-3.9280e-03,-0.00999995,-0.04,-0.145,0.114
-3.9200e-03,-0.00999995,-0.04,-0.125,0.122
-3.9120e-03,-0.05,-0.04,-0.145,0.114
-3.9040e-03,-0.00999995,-0.04,-0.125,0.114
-3.8960e-03,-0.05,-0.04,-0.125,0.122
-3.8880e-03,0.03,-5.96046e-09,-0.145,0.114
-3.8800e-03,-0.00999995,-0.04,-0.125,0.114
-3.8720e-03,-0.00999995,-0.04,-0.125,0.114
-3.8640e-03,-0.00999995,-0.04,-0.125,0.122
-3.8560e-03,-0.00999995,-0.04,-0.125,0.122
-3.8480e-03,-0.00999995,-0.04,-0.125,0.114
-3.8400e-03,-0.00999995,-0.04,-0.125,0.122
-3.8320e-03,-0.00999995,-0.04,-0.125,0.114
-3.8240e-03,-0.00999995,-0.04,-0.125,0.122
-3.8160e-03,-0.00999995,-0.04,-0.125,0.122
-3.8080e-03,-0.00999995,-0.08,-0.125,0.122
-3.8000e-03,-0.00999995,-0.04,-0.145,0.114
-3.7920e-03,-0.00999995,-0.04,-0.125,0.122
-3.7840e-03,-0.00999995,-0.04,-0.125,0.114
-3.7760e-03,-0.05,-0.04,-0.165,0.114
-3.7680e-03,-0.00999995,-0.04,-0.125,0.114
-3.7600e-03,-0.00999995,-0.04,-0.125,0.114
-3.7520e-03,-0.00999995,-5.96046e-09,-0.125,0.122
-3.7440e-03,-0.00999995,-0.04,-0.125,0.114
-3.7360e-03,0.03,-0.04,-0.145,0.122
-3.7280e-03,-0.00999995,-0.04,-0.125,0.114
-3.7200e-03,-0.00999995,-0.04,-0.145,0.122
-3.7120e-03,-0.00999995,-0.04,-0.125,0.114
-3.7040e-03,0.03,-0.04,-0.125,0.114
-3.6960e-03,-0.00999995,-0.04,-0.125,0.114
-3.6880e-03,-0.00999995,-0.04,-0.125,0.114
-3.6800e-03,-0.00999995,-5.96046e-09,-0.125,0.122
-3.6720e-03,-0.00999995,-0.04,-0.125,0.122
-3.6640e-03,-0.00999995,-0.04,-0.125,0.114
-3.6560e-03,-0.00999995,-0.04,-0.125,0.114
-3.6480e-03,-0.00999995,-0.04,-0.125,0.114
-3.6400e-03,-0.00999995,-0.04,-0.125,0.122
-3.6320e-03,-0.00999995,-0.04,-0.125,0.114
-3.6240e-03,-0.00999995,-0.04,-0.125,0.114
-3.6160e-03,0.03,-0.04,-0.145,0.114
-3.6080e-03,-0.00999995,-0.04,-0.145,0.114
-3.6000e-03,-0.00999995,-0.04,-0.125,0.114
-3.5920e-03,-0.00999995,-0.04,-0.125,0.114
-3.5840e-03,-0.00999995,-0.08,-0.125,0.122
-3.5760e-03,0.03,-0.04,-0.125,0.122
-3.5680e-03,-0.00999995,-0.04,-0.125,0.122
-3.5600e-03,-0.00999995,-0.04,-0.145,0.114
-3.5520e-03,-0.00999995,-5.96046e-09,-0.125,0.114
-3.5440e-03,-0.00999995,-0.04,-0.145,0.114
-3.5360e-03,0.03,-0.04,-0.125,0.122
-3.5280e-03,-0.00999995,-5.96046e-09,-0.125,0.114
-3.5200e-03,-0.00999995,-5.96046e-09,-0.145,0.114
-3.5120e-03,0.03,-0.04,-0.125,0.114
-3.5040e-03,-0.00999995,-5.96046e-09,-0.125,0.114
-3.4960e-03,0.03,-0.04,-0.125,0.122
-3.4880e-03,-0.00999995,-0.04,-0.125,0.122
-3.4800e-03,-0.00999995,-0.04,-0.125,0.114
-3.4720e-03,-0.00999995,-0.08,-0.125,0.114
-3.4640e-03,-0.00999995,-0.08,-0.145,0.114
-3.4560e-03,-0.00999995,-0.04,-0.145,0.114
-3.4480e-03,-0.00999995,-0.04,-0.145,0.114
-3.4400e-03,-0.05,-0.04,-0.125,0.114
-3.4320e-03,0.03,-0.04,-0.125,0.122
-3.4240e-03,-0.00999995,-0.04,-0.125,0.122
-3.4160e-03,-0.00999995,-0.08,-0.145,0.114
-3.4080e-03,-0.00999995,-5.96046e-09,-0.125,0.122
-3.4000e-03,-0.00999995,-0.04,-0.125,0.122
-3.3920e-03,0.39,0.4,-0.00499999,0.114
-3.3840e-03,0.39,0.36,-0.00499999,0.146
-3.3760e-03,0.39,0.36,-0.00499999,0.178
-3.3680e-03,0.39,0.36,-0.00499999,0.154
-3.3600e-03,0.39,0.36,-0.00499999,0.162
-3.3520e-03,0.39,0.36,-0.00499999,0.17
-3.3440e-03,0.39,0.36,-0.00499999,0.17
-3.3360e-03,0.39,0.36,-0.00499999,0.162
-3.3280e-03,0.39,0.36,-0.00499999,0.17
-3.3200e-03,0.39,0.36,-0.00499999,0.17
-3.3120e-03,0.39,0.36,-0.00499999,0.17
-3.3040e-03,0.39,0.36,-0.00499999,0.17
-3.2960e-03,0.39,0.36,0.015,0.162
-3.2880e-03,0.39,0.36,-0.00499999,0.162
-3.2800e-03,0.39,0.36,-0.00499999,0.17
-3.2720e-03,0.39,0.36,-0.00499999,0.17
-3.2640e-03,0.35,0.4,-0.00499999,0.162
-3.2560e-03,0.39,0.36,-0.00499999,0.17
-3.2480e-03,0.39,0.36,-0.00499999,0.17
-3.2400e-03,0.39,0.36,-0.00499999,0.162
-3.2320e-03,0.39,0.36,0.015,0.17
-3.2240e-03,0.39,0.36,-0.00499999,0.17
-3.2160e-03,0.39,0.36,-0.00499999,0.154
-3.2080e-03,0.39,0.36,-0.00499999,0.162
-3.2000e-03,0.39,0.36,-0.00499999,0.162
-3.1920e-03,0.39,0.36,-0.00499999,0.17
-3.1840e-03,0.39,0.36,-0.00499999,0.162
-3.1760e-03,0.39,0.4,-0.00499999,0.17
-3.1680e-03,0.39,0.36,-0.00499999,0.162
-3.1600e-03,0.39,0.36,-0.00499999,0.162
-3.1520e-03,0.39,0.36,-0.00499999,0.162
-3.1440e-03,0.39,0.4,-0.00499999,0.17
-3.1360e-03,0.43,0.36,-0.00499999,0.17
-3.1280e-03,0.35,0.32,-0.00499999,0.17
-3.1200e-03,0.39,0.36,-0.00499999,0.17
-3.1120e-03,0.39,0.36,0.015,0.17
-3.1040e-03,0.39,0.36,-0.025,0.17
-3.0960e-03,0.39,0.36,-0.00499999,0.17
-3.0880e-03,0.39,0.4,-0.00499999,0.162
-3.0800e-03,0.35,0.36,-0.00499999,0.162
-3.0720e-03,0.39,0.36,-0.00499999,0.17
-3.0640e-03,0.39,0.36,-0.00499999,0.17
-3.0560e-03,0.43,0.32,-0.00499999,0.17
-3.0480e-03,0.39,0.36,-0.00499999,0.17
-3.0400e-03,0.39,0.36,-0.00499999,0.17
-3.0320e-03,0.39,0.4,-0.00499999,0.17
-3.0240e-03,0.39,0.36,-0.00499999,0.17
-3.0160e-03,0.39,0.36,-0.00499999,0.17
-3.0080e-03,0.39,0.36,-0.00499999,0.17
-3.0000e-03,0.39,0.36,-0.00499999,0.17
-2.9920e-03,0.39,0.36,-0.00499999,0.17
-2.9840e-03,0.39,0.4,-0.00499999,0.17
-2.9760e-03,0.39,0.36,-0.00499999,0.17
-2.9680e-03,0.39,0.4,-0.00499999,0.17
-2.9600e-03,0.39,0.36,-0.00499999,0.17
-2.9520e-03,0.39,0.36,-0.00499999,0.17
-2.9440e-03,0.39,0.32,-0.00499999,0.162
-2.9360e-03,0.39,0.36,-0.00499999,0.17
-2.9280e-03,0.39,0.36,-0.00499999,0.17
-2.9200e-03,0.39,0.36,-0.00499999,0.17
-2.9120e-03,0.39,0.4,-0.00499999,0.162
-2.9040e-03,0.39,0.36,-0.00499999,0.17
-2.8960e-03,0.35,0.36,-0.00499999,0.17
-2.8880e-03,0.39,0.36,-0.00499999,0.162
-2.8800e-03,0.39,0.36,-0.00499999,0.162
-2.8720e-03,0.39,0.36,-0.00499999,0.17
-2.8640e-03,0.39,0.36,-0.00499999,0.17
-2.8560e-03,0.39,0.36,-0.00499999,0.162
-2.8480e-03,0.39,0.36,-0.00499999,0.17
-2.8400e-03,0.39,0.36,-0.00499999,0.17
-2.8320e-03,0.39,0.36,-0.00499999,0.17
-2.8240e-03,0.39,0.36,-0.00499999,0.162
-2.8160e-03,0.39,0.36,-0.00499999,0.162
-2.8080e-03,0.39,0.36,-0.00499999,0.17
-2.8000e-03,0.39,0.36,-0.00499999,0.17
-2.7920e-03,0.39,0.36,-0.00499999,0.17
-2.7840e-03,0.39,0.36,0.015,0.17
-2.7760e-03,0.43,0.36,-0.00499999,0.17
-2.7680e-03,0.39,0.36,-0.00499999,0.17
-2.7600e-03,0.39,0.4,-0.00499999,0.17
-2.7520e-03,0.39,0.36,-0.00499999,0.17
-2.7440e-03,0.39,0.4,-0.00499999,0.17
-2.7360e-03,0.39,0.36,-0.00499999,0.17
-2.7280e-03,0.39,0.36,-0.00499999,0.17
-2.7200e-03,0.39,0.36,-0.00499999,0.17
-2.7120e-03,0.39,0.36,-0.00499999,0.17
-2.7040e-03,0.39,0.36,-0.00499999,0.162
-2.6960e-03,0.39,0.36,-0.00499999,0.17
-2.6880e-03,0.39,0.36,-0.00499999,0.17
-2.6800e-03,0.39,0.4,-0.00499999,0.17
-2.6720e-03,0.39,0.36,0.015,0.17
-2.6640e-03,0.39,0.36,-0.00499999,0.17
-2.6560e-03,0.43,0.32,-0.00499999,0.17
-2.6480e-03,0.39,0.36,-0.00499999,0.162
-2.6400e-03,0.43,0.36,-0.00499999,0.17
-2.6320e-03,0.39,0.36,-0.00499999,0.17
-2.6240e-03,0.39,0.32,-0.00499999,0.162
-2.6160e-03,0.39,0.4,-0.00499999,0.17
-2.6080e-03,0.39,0.4,-0.00499999,0.17
-2.6000e-03,0.39,0.36,-0.00499999,0.162
-2.5920e-03,0.39,0.36,-0.00499999,0.17
-2.5840e-03,0.35,0.36,-0.00499999,0.17
-2.5760e-03,0.39,0.36,-0.00499999,0.162
-2.5680e-03,0.39,0.36,-0.00499999,0.162
-2.5600e-03,0.39,0.36,-0.00499999,0.162
-2.5520e-03,0.39,0.36,0.115,0.162
-2.5440e-03,0.39,0.36,0.135,0.13
-2.5360e-03,0.35,0.36,0.135,0.026
-2.5280e-03,0.39,0.36,0.135,-0.00600002
-2.5200e-03,0.39,0.36,0.135,-0.00600002
-2.5120e-03,0.35,0.32,0.135,0.018
-2.5040e-03,0.39,0.4,0.135,0.058
-2.4960e-03,0.39,0.36,0.135,0.09
-2.4880e-03,0.39,0.36,0.135,0.058
-2.4800e-03,0.39,0.4,0.115,0.066
-2.4720e-03,0.39,0.36,0.135,0.066
-2.4640e-03,0.39,0.36,0.135,0.066
-2.4560e-03,0.39,0.36,0.115,0.066
-2.4480e-03,0.39,0.36,0.135,0.066
-2.4400e-03,0.39,0.36,0.135,0.066
-2.4320e-03,0.39,0.36,0.135,0.074
-2.4240e-03,0.39,0.36,0.135,0.066
-2.4160e-03,0.39,0.36,0.115,0.074
-2.4080e-03,0.39,0.36,0.135,0.058
-2.4000e-03,0.39,0.36,0.135,0.066
-2.3920e-03,0.39,0.36,0.115,0.058
-2.3840e-03,0.39,0.36,0.135,0.066
-2.3760e-03,0.39,0.32,0.115,0.066
-2.3680e-03,0.39,0.36,0.135,0.066
-2.3600e-03,0.39,0.36,0.135,0.066
-2.3520e-03,0.39,0.36,0.135,0.066
-2.3440e-03,0.39,0.4,0.115,0.074
-2.3360e-03,0.39,0.36,0.115,0.066
-2.3280e-03,0.39,0.36,0.135,0.066
-2.3200e-03,0.39,0.36,0.115,0.066
-2.3120e-03,0.39,0.4,0.135,0.066
-2.3040e-03,0.39,0.36,0.115,0.066
-2.2960e-03,0.35,0.36,0.135,0.066
-2.2880e-03,0.39,0.36,0.135,0.066
-2.2800e-03,0.39,0.36,0.135,0.074
-2.2720e-03,0.39,0.36,0.135,0.074
-2.2640e-03,0.39,0.36,0.135,0.074
-2.2560e-03,0.39,0.36,0.135,0.066
-2.2480e-03,0.39,0.36,0.115,0.074
-2.2400e-03,0.39,0.36,0.135,0.074
-2.2320e-03,0.39,0.36,0.115,0.066
-2.2240e-03,0.39,0.32,0.135,0.066
-2.2160e-03,0.39,0.32,0.115,0.066
-2.2080e-03,0.39,0.36,0.135,0.074
-2.2000e-03,0.39,0.36,0.115,0.066
-2.1920e-03,0.39,0.36,0.135,0.066
-2.1840e-03,0.39,0.32,0.135,0.066
-2.1760e-03,0.39,0.36,0.135,0.066
-2.1680e-03,0.43,0.36,0.135,0.074
-2.1600e-03,0.39,0.36,0.135,0.066
-2.1520e-03,0.39,0.36,0.135,0.066
-2.1440e-03,0.39,0.36,0.135,0.066
-2.1360e-03,0.39,0.4,0.135,0.066
-2.1280e-03,0.39,0.36,0.115,0.074
-2.1200e-03,0.39,0.36,0.135,0.066
-2.1120e-03,0.39,0.36,0.115,0.066
-2.1040e-03,0.39,0.32,0.135,0.066
-2.0960e-03,0.39,0.36,0.115,0.066
-2.0880e-03,0.39,0.36,0.135,0.066
-2.0800e-03,0.39,0.36,0.135,0.066
-2.0720e-03,0.39,0.36,0.135,0.074
-2.0640e-03,0.39,0.32,0.135,0.074
-2.0560e-03,0.43,0.36,0.135,0.074
-2.0480e-03,0.39,0.36,0.135,0.074
-2.0400e-03,0.39,0.32,0.135,0.074
-2.0320e-03,0.39,0.36,0.135,0.066
-2.0240e-03,0.39,0.36,0.135,0.066
-2.0160e-03,0.35,0.36,0.135,0.066
-2.0080e-03,0.39,0.36,0.135,0.074
-2.0000e-03,0.39,0.36,0.135,0.074
-1.9920e-03,0.39,0.36,0.135,0.066
-1.9840e-03,0.39,0.36,0.135,0.066
-1.9760e-03,0.39,0.36,0.115,0.066
-1.9680e-03,0.39,0.32,0.135,0.066
-1.9600e-03,0.39,0.36,0.135,0.066
-1.9520e-03,0.39,0.32,0.115,0.066
-1.9440e-03,0.39,0.36,0.135,0.074
-1.9360e-03,0.39,0.4,0.135,0.066
-1.9280e-03,0.39,0.36,0.135,0.066
-1.9200e-03,0.35,0.36,0.115,0.066
-1.9120e-03,0.35,0.36,0.135,0.066
-1.9040e-03,0.39,0.36,0.115,0.066
-1.8960e-03,0.39,0.36,0.135,0.074
-1.8880e-03,0.39,0.32,0.135,0.066
-1.8800e-03,0.39,0.36,0.115,0.074
-1.8720e-03,0.35,0.32,0.135,0.066
-1.8640e-03,0.39,0.36,0.115,0.066
-1.8560e-03,0.39,0.36,0.115,0.074
-1.8480e-03,0.39,0.36,0.135,0.066
-1.8400e-03,0.39,0.36,0.135,0.074
-1.8320e-03,0.39,0.32,0.135,0.066
-1.8240e-03,0.39,0.36,0.115,0.066
-1.8160e-03,0.39,0.36,0.115,0.066
-1.8080e-03,0.39,0.36,0.135,0.074
-1.8000e-03,0.39,0.36,-0.00499999,0.074
-1.7920e-03,0.39,0.32,-0.025,0.218
-1.7840e-03,0.39,0.36,-0.00499999,0.234
-1.7760e-03,0.39,0.32,-0.00499999,0.186
-1.7680e-03,0.39,0.32,-0.00499999,0.154
-1.7600e-03,0.39,0.36,-0.00499999,0.138
-1.7520e-03,0.39,0.36,-0.00499999,0.146
-1.7440e-03,0.39,0.36,0.015,0.178
-1.7360e-03,0.35,0.36,-0.00499999,0.162
-1.7280e-03,0.39,0.36,-0.00499999,0.162
-1.7200e-03,0.39,0.32,-0.00499999,0.162
-1.7120e-03,0.39,0.36,-0.00499999,0.17
-1.7040e-03,0.39,0.36,-0.00499999,0.17
-1.6960e-03,0.39,0.36,-0.00499999,0.17
-1.6880e-03,0.39,0.36,-0.00499999,0.162
-1.6800e-03,0.39,0.36,-0.00499999,0.17
-1.6720e-03,0.39,0.36,-0.00499999,0.17
-1.6640e-03,0.39,0.36,-0.00499999,0.17
-1.6560e-03,0.39,0.36,0.015,0.17
-1.6480e-03,0.39,0.36,-0.00499999,0.162
-1.6400e-03,0.35,0.36,-0.00499999,0.17
-1.6320e-03,0.39,0.36,-0.00499999,0.17
-1.6240e-03,0.39,0.36,-0.00499999,0.17
-1.6160e-03,0.39,0.36,-0.00499999,0.17
-1.6080e-03,0.35,0.36,-0.00499999,0.17
-1.6000e-03,0.39,0.36,-0.00499999,0.17
-1.5920e-03,0.39,0.4,-0.00499999,0.162
-1.5840e-03,0.39,0.4,-0.00499999,0.17
-1.5760e-03,0.39,0.36,-0.00499999,0.17
-1.5680e-03,0.39,0.36,-0.00499999,0.17
-1.5600e-03,0.39,0.36,-0.00499999,0.17
-1.5520e-03,0.39,0.36,-0.00499999,0.162
-1.5440e-03,0.39,0.36,-0.00499999,0.17
-1.5360e-03,0.39,0.36,-0.00499999,0.162
-1.5280e-03,0.39,0.36,-0.00499999,0.17
-1.5200e-03,0.39,0.36,-0.00499999,0.17
-1.5120e-03,0.39,0.36,-0.00499999,0.17
-1.5040e-03,0.39,0.36,-0.00499999,0.17
-1.4960e-03,0.39,0.36,-0.00499999,0.162
-1.4880e-03,0.39,0.4,0.015,0.17
-1.4800e-03,0.35,0.36,-0.00499999,0.17
-1.4720e-03,0.39,0.36,0.015,0.17
-1.4640e-03,0.39,0.36,-0.00499999,0.17
-1.4560e-03,0.39,0.4,-0.00499999,0.162
-1.4480e-03,0.39,0.36,-0.00499999,0.17
-1.4400e-03,0.39,0.36,0.015,0.17
-1.4320e-03,0.35,0.36,-0.00499999,0.162
-1.4240e-03,0.39,0.36,-0.00499999,0.17
-1.4160e-03,0.39,0.36,-0.00499999,0.162
-1.4080e-03,0.39,0.36,-0.00499999,0.17
-1.4000e-03,0.35,0.36,-0.00499999,0.17
-1.3920e-03,0.43,0.36,-0.00499999,0.17
-1.3840e-03,0.39,0.36,-0.00499999,0.17
-1.3760e-03,0.39,0.4,-0.00499999,0.17
-1.3680e-03,0.39,0.36,-0.00499999,0.162
-1.3600e-03,0.39,0.36,-0.00499999,0.162
-1.3520e-03,0.39,0.36,-0.00499999,0.162
-1.3440e-03,0.83,0.76,0.255,0.146
-1.3360e-03,0.83,0.76,0.255,0.114
-1.3280e-03,0.79,0.72,0.255,0.13
-1.3200e-03,0.83,0.76,0.255,0.114
-1.3120e-03,0.79,0.76,0.255,0.122
-1.3040e-03,0.79,0.72,0.255,0.122
-1.2960e-03,0.79,0.76,0.255,0.122
-1.2880e-03,0.79,0.72,0.255,0.122
-1.2800e-03,0.75,0.76,0.255,0.122
-1.2720e-03,0.79,0.8,0.255,0.122
-1.2640e-03,0.83,0.76,0.255,0.122
-1.2560e-03,0.79,0.76,0.275,0.122
-1.2480e-03,0.79,0.76,0.395,-0.078
-1.2400e-03,0.75,0.76,0.395,0.034
-1.2320e-03,0.79,0.76,0.395,0.082
-1.2240e-03,0.79,0.76,0.395,0.09
-1.2160e-03,0.79,0.76,0.395,0.058
-1.2080e-03,0.75,0.76,0.395,0.018
-1.2000e-03,0.79,0.72,0.395,-0.00600002
-1.1920e-03,0.79,0.76,0.395,0.026
-1.1840e-03,0.75,0.76,0.395,0.018
-1.1760e-03,0.79,0.76,0.375,0.018
-1.1680e-03,0.79,0.76,0.395,0.018
-1.1600e-03,0.79,0.76,0.395,0.026
-1.1520e-03,0.79,0.76,0.375,0.00999998
-1.1440e-03,0.75,0.76,0.395,0.018
-1.1360e-03,0.79,0.76,0.395,0.00999998
-1.1280e-03,0.75,0.76,0.395,0.018
-1.1200e-03,0.79,0.76,0.395,0.00999998
-1.1120e-03,0.79,0.8,0.395,0.018
-1.1040e-03,0.79,0.8,0.395,0.018
-1.0960e-03,0.79,0.76,0.395,0.018
-1.0880e-03,0.79,0.76,0.395,0.018
-1.0800e-03,0.79,0.76,0.395,0.018
-1.0720e-03,0.83,0.8,0.395,0.018
-1.0640e-03,0.79,0.76,0.395,0.026
-1.0560e-03,0.79,0.76,0.375,0.018
-1.0480e-03,0.79,0.76,0.395,0.026
-1.0400e-03,0.79,0.76,0.395,0.018
-1.0320e-03,0.79,0.72,0.395,0.018
-1.0240e-03,0.79,0.76,0.395,0.026
-1.0160e-03,0.79,0.76,0.395,0.00999998
-1.0080e-03,0.79,0.72,0.395,0.00999998
-1.0000e-03,0.79,0.76,0.375,0.018
-9.9200e-04,0.83,0.76,0.395,0.026
-9.8400e-04,0.79,0.76,0.395,0.026
-9.7600e-04,0.79,0.76,0.375,0.018
-9.6800e-04,0.79,0.8,0.395,0.018
-9.6000e-04,0.79,0.76,0.375,0.018
-9.5200e-04,0.79,0.76,0.395,0.00999998
-9.4400e-04,0.75,0.8,0.395,0.026
-9.3600e-04,0.83,0.72,0.395,0.018
-9.2800e-04,0.75,0.76,0.395,0.018
-9.2000e-04,0.79,0.76,0.395,0.018
-9.1200e-04,0.79,0.76,0.395,0.026
-9.0400e-04,0.79,0.72,0.395,0.026
-8.9600e-04,0.79,0.76,0.395,0.018
-8.8800e-04,0.79,0.8,0.375,0.018
-8.8000e-04,0.79,0.72,0.395,0.018
-8.7200e-04,0.79,0.76,0.395,0.018
-8.6400e-04,0.79,0.8,0.395,0.018
-8.5600e-04,0.79,0.76,0.395,0.018
-8.4800e-04,0.83,0.76,0.395,0.018
-8.4000e-04,0.79,0.76,0.395,0.018
-8.3200e-04,0.79,0.76,0.395,0.018
-8.2400e-04,0.79,0.72,0.395,0.018
-8.1600e-04,0.79,0.72,0.395,0.026
-8.0800e-04,0.79,0.76,0.395,0.018
-8.0000e-04,0.39,0.36,0.135,0.058
-7.9200e-04,0.39,0.36,0.135,0.098
-7.8400e-04,0.39,0.36,0.115,0.066
-7.7600e-04,0.39,0.36,0.135,0.05
-7.6800e-04,0.35,0.36,0.135,0.074
-7.6000e-04,0.39,0.32,0.115,0.058
-7.5200e-04,0.39,0.36,0.115,0.074
-7.4400e-04,0.39,0.36,0.135,0.066
-7.3600e-04,0.39,0.4,0.135,0.074
-7.2800e-04,0.39,0.36,0.135,0.066
-7.2000e-04,0.39,0.36,0.115,0.066
-7.1200e-04,0.39,0.32,0.135,0.074
-7.0400e-04,0.39,0.36,0.135,0.058
-6.9600e-04,0.39,0.36,0.115,0.074
-6.8800e-04,0.39,0.36,0.135,0.066
