Model,TBS2104X
Firmware Version,v1.31.14

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.01,,,
Sample Interval,8e-06,,,
Filter Frequency,2e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,A
Vertical Offset,0,0,0,0
Vertical Scale,1,1,0.5,0.2
Label,,,,
TIME,CH1,CH2,CH3,CH4
-8.5488e-02,-0.00999995,-0.04,-0.125,0.114
-8.5480e-02,-0.00999995,-0.04,-0.125,0.114
-8.5472e-02,-0.00999995,-0.04,-0.125,0.114
-8.5464e-02,-0.00999995,-0.04,-0.125,0.122
-8.5456e-02,0.03,-0.04,-0.125,0.114
-8.5448e-02,-0.00999995,-0.08,-0.125,0.114
-8.5440e-02,-0.00999995,-0.04,-0.145,0.114
-8.5432e-02,0.03,-0.04,-0.125,0.114
-8.5424e-02,0.03,-5.96046e-09,-0.125,0.114
-8.5416e-02,-0.00999995,-0.04,-0.145,0.114
-8.5408e-02,0.03,-0.04,-0.125,0.114
-8.5400e-02,-0.00999995,-0.04,-0.125,0.114
-8.5392e-02,-0.00999995,-0.04,-0.125,0.122
-8.5384e-02,-0.00999995,-0.04,-0.125,0.114
-8.5376e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.5368e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.5360e-02,-0.00999995,-0.04,-0.125,0.114
-8.5352e-02,-0.00999995,-0.04,-0.125,0.114
-8.5344e-02,-0.00999995,-0.04,-0.125,0.114
-8.5336e-02,-0.00999995,-0.04,-0.125,0.114
-8.5328e-02,-0.00999995,-0.04,-0.125,0.114
-8.5320e-02,-0.00999995,-0.04,-0.125,0.114
-8.5312e-02,-0.00999995,-0.04,-0.125,0.114
-8.5304e-02,-0.00999995,-0.04,-0.125,0.122
-8.5296e-02,-0.00999995,-0.04,-0.125,0.114
-8.5288e-02,0.03,-0.04,-0.125,0.114
-8.5280e-02,-0.00999995,-0.04,-0.125,0.114
-8.5272e-02,-0.00999995,-0.04,-0.125,0.122
-8.5264e-02,-0.00999995,-0.04,-0.125,0.114
-8.5256e-02,-0.00999995,-0.04,-0.145,0.114
-8.5248e-02,-0.00999995,-0.04,-0.125,0.114
-8.5240e-02,0.03,-0.04,-0.125,0.122
-8.5232e-02,0.03,-0.04,-0.125,0.114
-8.5224e-02,-0.00999995,-5.96046e-09,-0.125,0.122
-8.5216e-02,-0.00999995,-0.04,-0.125,0.114
-8.5208e-02,-0.00999995,-0.04,-0.125,0.122
-8.5200e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.5192e-02,-0.00999995,-0.04,-0.145,0.114
-8.5184e-02,0.03,-0.04,-0.125,0.114
-8.5176e-02,0.03,-0.04,-0.145,0.114
-8.5168e-02,-0.00999995,-0.04,-0.125,0.114
-8.5160e-02,-0.00999995,-0.04,-0.125,0.114
-8.5152e-02,-0.00999995,-0.04,-0.125,0.114
-8.5144e-02,-0.41,-0.44,-0.385,0.138
-8.5136e-02,-0.41,-0.4,-0.385,0.162
-8.5128e-02,-0.41,-0.4,-0.385,0.154
-8.5120e-02,-0.41,-0.4,-0.425,0.162
-8.5112e-02,-0.45,-0.44,-0.405,0.17
-8.5104e-02,-0.41,-0.44,-0.405,0.162
-8.5096e-02,-0.41,-0.44,-0.405,0.162
-8.5088e-02,-0.41,-0.4,-0.405,0.17
-8.5080e-02,-0.41,-0.48,-0.405,0.162
-8.5072e-02,-0.41,-0.44,-0.405,0.17
-8.5064e-02,-0.41,-0.44,-0.405,0.162
-8.5056e-02,-0.41,-0.44,-0.405,0.17
-8.5048e-02,-0.41,-0.4,-0.425,0.17
-8.5040e-02,-0.41,-0.44,-0.405,0.162
-8.5032e-02,-0.41,-0.4,-0.385,0.162
-8.5024e-02,-0.41,-0.4,-0.405,0.162
-8.5016e-02,-0.37,-0.44,-0.385,0.162
-8.5008e-02,-0.41,-0.4,-0.385,0.17
-8.5000e-02,-0.41,-0.4,-0.405,0.17
-8.4992e-02,-0.41,-0.44,-0.385,0.162
-8.4984e-02,-0.41,-0.4,-0.385,0.162
-8.4976e-02,-0.41,-0.44,-0.385,0.162
-8.4968e-02,-0.41,-0.4,-0.385,0.162
-8.4960e-02,-0.41,-0.4,-0.385,0.17
-8.4952e-02,-0.41,-0.4,-0.405,0.17
-8.4944e-02,-0.41,-0.4,-0.405,0.162
-8.4936e-02,-0.41,-0.4,-0.405,0.162
-8.4928e-02,-0.41,-0.4,-0.385,0.17
-8.4920e-02,-0.41,-0.4,-0.385,0.162
-8.4912e-02,-0.41,-0.4,-0.385,0.162
-8.4904e-02,-0.41,-0.44,-0.405,0.162
-8.4896e-02,-0.41,-0.4,-0.385,0.17
-8.4888e-02,-0.41,-0.44,-0.385,0.162
-8.4880e-02,-0.41,-0.4,-0.385,0.162
-8.4872e-02,-0.41,-0.44,-0.385,0.162
-8.4864e-02,-0.41,-0.4,-0.385,0.162
-8.4856e-02,-0.45,-0.4,-0.385,0.162
-8.4848e-02,-0.45,-0.4,-0.385,0.17
-8.4840e-02,-0.41,-0.4,-0.385,0.162
-8.4832e-02,-0.41,-0.44,-0.385,0.162
-8.4824e-02,-0.41,-0.4,-0.385,0.17
-8.4816e-02,-0.37,-0.4,-0.385,0.162
-8.4808e-02,-0.41,-0.4,-0.385,0.17
-8.4800e-02,-0.41,-0.4,-0.385,0.162
-8.4792e-02,-0.41,-0.44,-0.405,0.17
-8.4784e-02,-0.37,-0.4,-0.405,0.17
-8.4776e-02,-0.41,-0.4,-0.405,0.162
-8.4768e-02,-0.41,-0.4,-0.405,0.162
-8.4760e-02,-0.41,-0.4,-0.385,0.162
-8.4752e-02,-0.37,-0.4,-0.385,0.17
-8.4744e-02,-0.41,-0.4,-0.405,0.162
-8.4736e-02,-0.41,-0.4,-0.385,0.162
-8.4728e-02,-0.45,-0.4,-0.405,0.162
-8.4720e-02,-0.41,-0.4,-0.405,0.162
-8.4712e-02,-0.41,-0.4,-0.405,0.17
-8.4704e-02,-0.41,-0.44,-0.405,0.162
-8.4696e-02,0.03,-0.04,-0.265,0.17
-8.4688e-02,0.03,-0.04,-0.265,0.218
-8.4680e-02,-0.05,-0.04,-0.285,0.21
-8.4672e-02,0.03,-0.04,-0.265,0.202
-8.4664e-02,0.03,-0.04,-0.265,0.21
-8.4656e-02,-0.00999995,-0.04,-0.265,0.21
-8.4648e-02,-0.00999995,-5.96046e-09,-0.265,0.21
-8.4640e-02,0.03,-0.04,-0.265,0.218
-8.4632e-02,-0.00999995,-0.04,-0.265,0.21
-8.4624e-02,-0.00999995,-5.96046e-09,-0.265,0.218
-8.4616e-02,-0.00999995,-5.96046e-09,-0.265,0.21
-8.4608e-02,0.03,-0.04,-0.265,0.21
-8.4600e-02,0.39,0.36,0.015,0.194
-8.4592e-02,0.35,0.32,0.015,0.162
-8.4584e-02,0.39,0.36,0.015,0.178
-8.4576e-02,0.39,0.4,0.015,0.17
-8.4568e-02,0.39,0.36,-0.00499999,0.17
-8.4560e-02,0.39,0.4,-0.00499999,0.17
-8.4552e-02,0.39,0.36,0.015,0.17
-8.4544e-02,0.39,0.36,-0.00499999,0.17
-8.4536e-02,0.39,0.36,-0.00499999,0.17
-8.4528e-02,0.39,0.4,-0.00499999,0.162
-8.4520e-02,0.39,0.36,-0.00499999,0.162
-8.4512e-02,0.39,0.36,-0.00499999,0.162
-8.4504e-02,0.39,0.36,-0.00499999,0.17
-8.4496e-02,0.39,0.4,-0.00499999,0.17
-8.4488e-02,0.39,0.36,0.015,0.162
-8.4480e-02,0.39,0.36,-0.00499999,0.17
-8.4472e-02,0.39,0.36,-0.00499999,0.17
-8.4464e-02,0.39,0.36,0.015,0.162
-8.4456e-02,0.43,0.4,-0.00499999,0.162
-8.4448e-02,0.39,0.36,-0.00499999,0.17
-8.4440e-02,0.39,0.36,-0.00499999,0.162
-8.4432e-02,0.39,0.36,-0.00499999,0.162
-8.4424e-02,0.39,0.4,-0.00499999,0.162
-8.4416e-02,0.35,0.36,-0.00499999,0.17
-8.4408e-02,0.39,0.36,-0.00499999,0.17
-8.4400e-02,0.39,0.36,0.015,0.162
-8.4392e-02,0.39,0.36,-0.00499999,0.17
-8.4384e-02,0.39,0.36,-0.00499999,0.162
-8.4376e-02,0.39,0.32,-0.00499999,0.17
-8.4368e-02,0.43,0.36,-0.00499999,0.162
-8.4360e-02,0.39,0.36,-0.00499999,0.17
-8.4352e-02,0.39,0.36,-0.00499999,0.17
-8.4344e-02,0.43,0.36,-0.00499999,0.162
-8.4336e-02,0.39,0.36,-0.00499999,0.162
-8.4328e-02,0.43,0.36,-0.00499999,0.162
-8.4320e-02,0.39,0.36,-0.00499999,0.17
-8.4312e-02,0.39,0.32,-0.00499999,0.17
-8.4304e-02,0.39,0.36,-0.00499999,0.17
-8.4296e-02,0.39,0.36,0.015,0.162
-8.4288e-02,0.39,0.36,0.015,0.17
-8.4280e-02,0.39,0.36,-0.00499999,0.162
-8.4272e-02,0.39,0.36,-0.00499999,0.17
-8.4264e-02,0.39,0.36,-0.00499999,0.162
-8.4256e-02,0.43,0.36,-0.00499999,0.162
-8.4248e-02,0.39,0.36,-0.00499999,0.162
-8.4240e-02,0.39,0.36,-0.00499999,0.17
-8.4232e-02,0.39,0.4,-0.00499999,0.162
-8.4224e-02,0.39,0.36,-0.00499999,0.162
-8.4216e-02,0.39,0.36,-0.00499999,0.162
-8.4208e-02,0.39,0.36,-0.00499999,0.162
-8.4200e-02,0.39,0.36,-0.00499999,0.17
-8.4192e-02,0.39,0.36,-0.00499999,0.17
-8.4184e-02,0.39,0.36,-0.00499999,0.162
-8.4176e-02,0.39,0.36,-0.00499999,0.17
-8.4168e-02,0.35,0.4,-0.00499999,0.17
-8.4160e-02,0.39,0.36,-0.00499999,0.17
-8.4152e-02,-0.00999995,-0.04,-0.125,0.138
-8.4144e-02,-0.00999995,-0.04,-0.145,0.114
-8.4136e-02,0.03,-0.04,-0.125,0.13
-8.4128e-02,-0.00999995,-0.08,-0.125,0.122
-8.4120e-02,-0.00999995,-0.08,-0.125,0.122
-8.4112e-02,-0.00999995,-0.04,-0.145,0.114
-8.4104e-02,0.03,-5.96046e-09,-0.125,0.122
-8.4096e-02,-0.00999995,-5.96046e-09,-0.125,0.122
-8.4088e-02,0.03,-0.04,-0.125,0.114
-8.4080e-02,-0.00999995,-0.04,-0.125,0.122
-8.4072e-02,-0.00999995,-0.04,-0.125,0.114
-8.4064e-02,-0.00999995,-0.04,-0.125,0.122
-8.4056e-02,-0.00999995,-0.04,-0.125,0.114
-8.4048e-02,-0.00999995,-0.04,-0.125,0.114
-8.4040e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.4032e-02,-0.00999995,-0.04,-0.125,0.114
-8.4024e-02,-0.00999995,-0.04,-0.125,0.114
-8.4016e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.4008e-02,-0.00999995,-0.04,-0.145,0.114
-8.4000e-02,-0.00999995,-5.96046e-09,-0.145,0.114
-8.3992e-02,-0.00999995,-0.04,-0.125,0.114
-8.3984e-02,-0.00999995,-0.04,-0.125,0.114
-8.3976e-02,-0.00999995,-0.08,-0.125,0.114
-8.3968e-02,-0.00999995,-0.04,-0.125,0.122
-8.3960e-02,0.03,-0.04,-0.125,0.114
-8.3952e-02,-0.00999995,-0.04,-0.125,0.114
-8.3944e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.3936e-02,-0.00999995,-0.04,-0.125,0.114
-8.3928e-02,-0.00999995,-0.04,-0.125,0.114
-8.3920e-02,-0.00999995,-0.08,-0.125,0.122
-8.3912e-02,-0.05,-0.04,-0.125,0.106
-8.3904e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.3896e-02,-0.00999995,-0.04,-0.125,0.114
-8.3888e-02,-0.00999995,-0.04,-0.125,0.122
-8.3880e-02,-0.00999995,-0.04,-0.125,0.122
-8.3872e-02,-0.00999995,-0.08,-0.125,0.122
-8.3864e-02,-0.00999995,-5.96046e-09,-0.125,0.122
-8.3856e-02,-0.00999995,-0.04,-0.125,0.114
-8.3848e-02,-0.00999995,-0.04,-0.145,0.122
-8.3840e-02,-0.00999995,-0.08,-0.125,0.106
-8.3832e-02,0.03,-0.08,-0.125,0.114
-8.3824e-02,0.03,-0.04,-0.125,0.114
-8.3816e-02,-0.00999995,-0.04,-0.125,0.114
-8.3808e-02,0.03,-5.96046e-09,-0.125,0.114
-8.3800e-02,-0.00999995,-0.04,-0.145,0.114
-8.3792e-02,-0.00999995,-0.04,-0.125,0.114
-8.3784e-02,-0.00999995,-5.96046e-09,-0.145,0.114
-8.3776e-02,-0.00999995,-0.08,-0.125,0.114
-8.3768e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.3760e-02,0.03,-0.04,-0.125,0.114
-8.3752e-02,-0.00999995,-0.04,-0.125,0.114
-8.3744e-02,-0.00999995,-0.04,-0.145,0.122
-8.3736e-02,-0.00999995,-0.04,-0.125,0.122
-8.3728e-02,-0.00999995,-0.04,-0.125,0.114
-8.3720e-02,0.03,-0.04,-0.125,0.114
-8.3712e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.3704e-02,-0.00999995,-0.04,-0.125,0.114
-8.3696e-02,-0.00999995,-0.04,-0.125,0.122
-8.3688e-02,-0.00999995,-0.04,-0.125,0.114
-8.3680e-02,-0.00999995,-0.08,-0.145,0.114
-8.3672e-02,-0.00999995,-0.08,-0.125,0.114
-8.3664e-02,-0.00999995,-0.04,-0.125,0.114
-8.3656e-02,-0.05,-0.04,-0.125,0.114
-8.3648e-02,0.03,-0.04,-0.125,0.114
-8.3640e-02,-0.00999995,-0.04,-0.145,0.114
-8.3632e-02,-0.00999995,-0.04,-0.125,0.114
-8.3624e-02,-0.00999995,-0.04,-0.125,0.114
-8.3616e-02,-0.00999995,-0.04,-0.145,0.114
-8.3608e-02,-0.00999995,-0.04,-0.125,0.114
-8.3600e-02,0.03,-0.04,-0.125,0.114
-8.3592e-02,-0.00999995,-0.04,-0.125,0.122
-8.3584e-02,-0.00999995,-0.04,-0.125,0.114
-8.3576e-02,-0.00999995,-5.96046e-09,-0.125,0.114
-8.3568e-02,0.03,-0.04,-0.125,0.114
-8.3560e-02,-0.00999995,-0.04,-0.125,0.114
-8.3552e-02,-0.00999995,-0.08,-0.125,0.114
-8.3544e-02,-0.05,-0.04,-0.125,0.114
-8.3536e-02,-0.00999995,-0.04,-0.125,0.114
-8.3528e-02,-0.00999995,-0.04,-0.125,0.114
-8.3520e-02,-0.00999995,-0.08,-0.145,0.114
-8.3512e-02,-0.00999995,-0.04,-0.125,0.106
-8.3504e-02,-0.00999995,-0.04,-0.125,0.122
-8.3496e-02,-0.00999995,-5.96046e-09,-0.145,0.122
-8.3488e-02,-0.00999995,-0.04,-0.125,0.122
-8.3480e-02,-0.00999995,-0.04,-0.125,0.114
-8.3472e-02,-0.00999995,-0.04,-0.125,0.114
-8.3464e-02,-0.05,-0.04,-0.125,0.114
-8.3456e-02,-0.00999995,-0.04,-0.125,0.114
-8.3448e-02,-0.00999995,-0.04,-0.125,0.122
-8.3440e-02,-0.00999995,-0.04,-0.125,0.122
-8.3432e-02,-0.00999995,-0.04,-0.125,0.122
-8.3424e-02,-0.00999995,-0.04,-0.125,0.114
-8.3416e-02,-0.00999995,-0.04,-0.125,0.106
-8.3408e-02,-0.05,-0.08,-0.125,0.106
-8.3400e-02,0.39,0.36,-0.00499999,0.138
-8.3392e-02,0.39,0.36,-0.00499999,0.154
-8.3384e-02,0.39,0.36,-0.00499999,0.146
-8.3376e-02,0.39,0.36,0.015,0.17
-8.3368e-02,0.39,0.32,-0.00499999,0.154
-8.3360e-02,0.39,0.36,-0.00499999,0.17
-8.3352e-02,0.39,0.36,0.015,0.162
-8.3344e-02,0.39,0.36,-0.00499999,0.162
-8.3336e-02,0.39,0.36,-0.00499999,0.162
-8.3328e-02,0.39,0.36,-0.00499999,0.162
-8.3320e-02,0.39,0.36,-0.00499999,0.17
-8.3312e-02,0.39,0.36,-0.00499999,0.162
-8.3304e-02,0.39,0.36,-0.00499999,0.17
-8.3296e-02,0.35,0.36,-0.00499999,0.17
-8.3288e-02,0.39,0.36,-0.00499999,0.162
-8.3280e-02,0.39,0.4,-0.00499999,0.17
-8.3272e-02,0.39,0.36,-0.00499999,0.162
-8.3264e-02,0.39,0.36,-0.00499999,0.17
-8.3256e-02,0.39,0.36,-0.00499999,0.17
-8.3248e-02,0.39,0.36,-0.00499999,0.162
-8.3240e-02,0.39,0.36,-0.00499999,0.17
-8.3232e-02,0.39,0.36,-0.00499999,0.17
-8.3224e-02,0.39,0.36,-0.00499999,0.162
-8.3216e-02,0.43,0.36,-0.00499999,0.17
-8.3208e-02,0.39,0.36,-0.00499999,0.162
-8.3200e-02,0.39,0.36,0.015,0.162
-8.3192e-02,0.39,0.36,-0.00499999,0.162
-8.3184e-02,0.39,0.36,-0.00499999,0.162
-8.3176e-02,0.35,0.36,-0.00499999,0.17
-8.3168e-02,0.39,0.36,-0.00499999,0.162
-8.3160e-02,0.39,0.36,-0.00499999,0.162
-8.3152e-02,0.39,0.36,-0.00499999,0.162
-8.3144e-02,0.39,0.4,-0.00499999,0.162
-8.3136e-02,0.39,0.36,0.015,0.162
-8.3128e-02,0.39,0.36,-0.00499999,0.162
-8.3120e-02,0.39,0.36,-0.00499999,0.17
-8.3112e-02,0.39,0.4,-0.00499999,0.17
-8.3104e-02,0.39,0.36,-0.00499999,0.17
-8.3096e-02,0.39,0.36,-0.00499999,0.17
-8.3088e-02,0.39,0.32,-0.00499999,0.162
-8.3080e-02,0.39,0.36,-0.00499999,0.162
-8.3072e-02,0.39,0.36,-0.00499999,0.162
-8.3064e-02,0.39,0.36,-0.00499999,0.162
-8.3056e-02,0.39,0.36,-0.00499999,0.162
-8.3048e-02,0.39,0.36,-0.00499999,0.17
-8.3040e-02,0.39,0.36,-0.00499999,0.162
-8.3032e-02,0.39,0.36,-0.00499999,0.17
-8.3024e-02,0.39,0.36,-0.00499999,0.162
-8.3016e-02,0.35,0.32,-0.00499999,0.162
-8.3008e-02,0.39,0.36,0.015,0.17
-8.3000e-02,0.39,0.4,-0.025,0.17
-8.2992e-02,0.43,0.36,-0.00499999,0.17
-8.2984e-02,0.39,0.36,-0.00499999,0.162
-8.2976e-02,0.39,0.36,-0.00499999,0.17
-8.2968e-02,0.35,0.4,-0.00499999,0.17
-8.2960e-02,0.39,0.36,-0.00499999,0.162
-8.2952e-02,0.39,0.32,-0.00499999,0.162
-8.2944e-02,0.39,0.36,-0.00499999,0.162
-8.2936e-02,0.39,0.36,-0.00499999,0.17
-8.2928e-02,0.39,0.32,-0.00499999,0.17
-8.2920e-02,0.39,0.36,-0.00499999,0.17
-8.2912e-02,0.39,0.36,-0.00499999,0.17
-8.2904e-02,0.39,0.36,-0.00499999,0.162
-8.2896e-02,0.39,0.36,0.015,0.17
-8.2888e-02,0.43,0.36,-0.00499999,0.162
-8.2880e-02,0.39,0.36,-0.00499999,0.162
-8.2872e-02,0.39,0.36,-0.00499999,0.154
-8.2864e-02,0.39,0.36,0.015,0.162
-8.2856e-02,0.39,0.36,-0.00499999,0.154
-8.2848e-02,0.35,0.36,-0.00499999,0.162
-8.2840e-02,0.43,0.36,-0.00499999,0.162
-8.2832e-02,0.39,0.36,-0.00499999,0.162
-8.2824e-02,0.39,0.32,-0.00499999,0.162
-8.2816e-02,0.39,0.32,-0.00499999,0.162
-8.2808e-02,0.39,0.36,0.015,0.17
-8.2800e-02,0.39,0.36,-0.00499999,0.162
-8.2792e-02,0.39,0.36,-0.00499999,0.17
-8.2784e-02,0.39,0.36,-0.00499999,0.162
-8.2776e-02,0.39,0.36,-0.00499999,0.17
-8.2768e-02,0.39,0.36,-0.00499999,0.17
-8.2760e-02,0.39,0.36,-0.00499999,0.17
-8.2752e-02,0.39,0.36,-0.00499999,0.17
-8.2744e-02,0.39,0.36,-0.00499999,0.162
-8.2736e-02,0.39,0.36,-0.00499999,0.17
-8.2728e-02,0.39,0.36,-0.025,0.17
-8.2720e-02,0.39,0.4,-0.00499999,0.162
-8.2712e-02,0.39,0.32,-0.00499999,0.17
-8.2704e-02,0.39,0.32,-0.00499999,0.17
-8.2696e-02,0.39,0.36,-0.00499999,0.162
-8.2688e-02,0.39,0.4,-0.00499999,0.17
-8.2680e-02,0.39,0.36,-0.025,0.162
-8.2672e-02,0.43,0.36,-0.00499999,0.162
-8.2664e-02,0.39,0.36,-0.00499999,0.162
-8.2656e-02,0.39,0.32,-0.00499999,0.162
-8.2648e-02,0.39,0.4,-0.00499999,0.162
-8.2640e-02,0.39,0.36,-0.00499999,0.17
-8.2632e-02,0.39,0.36,-0.00499999,0.17
-8.2624e-02,0.39,0.4,-0.00499999,0.162
-8.2616e-02,0.43,0.4,-0.00499999,0.162
-8.2608e-02,0.39,0.36,-0.00499999,0.162
-8.2600e-02,0.39,0.32,-0.00499999,0.162
-8.2592e-02,0.39,0.32,-0.00499999,0.17
-8.2584e-02,0.39,0.36,-0.00499999,0.162
-8.2576e-02,0.39,0.36,-0.00499999,0.162
-8.2568e-02,0.39,0.36,-0.00499999,0.162
-8.2560e-02,0.39,0.36,-0.00499999,0.162
-8.2552e-02,0.39,0.36,0.115,0.00999998
-8.2544e-02,0.39,0.36,0.135,0.106
-8.2536e-02,0.35,0.36,0.115,0.138
-8.2528e-02,0.39,0.36,0.135,0.122
-8.2520e-02,0.39,0.32,0.135,0.106
-8.2512e-02,0.39,0.36,0.135,0.074
-8.2504e-02,0.39,0.36,0.115,0.042
-8.2496e-02,0.43,0.36,0.135,0.058
-8.2488e-02,0.39,0.36,0.135,0.074
-8.2480e-02,0.39,0.36,0.135,0.058
-8.2472e-02,0.39,0.4,0.135,0.074
-8.2464e-02,0.35,0.36,0.135,0.066
-8.2456e-02,0.39,0.36,0.135,0.074
-8.2448e-02,0.39,0.36,0.115,0.066
-8.2440e-02,0.39,0.4,0.135,0.066
-8.2432e-02,0.43,0.32,0.115,0.066
-8.2424e-02,0.39,0.36,0.135,0.066
-8.2416e-02,0.39,0.36,0.115,0.066
-8.2408e-02,0.39,0.36,0.135,0.058
-8.2400e-02,0.39,0.36,0.135,0.066
-8.2392e-02,0.39,0.36,0.135,0.066
-8.2384e-02,0.39,0.36,0.115,0.066
-8.2376e-02,0.39,0.36,0.115,0.066
-8.2368e-02,0.39,0.32,0.135,0.066
-8.2360e-02,0.39,0.32,0.135,0.066
-8.2352e-02,0.39,0.36,0.135,0.066
-8.2344e-02,0.39,0.32,0.135,0.066
-8.2336e-02,0.39,0.4,0.135,0.066
-8.2328e-02,0.39,0.32,0.115,0.066
-8.2320e-02,0.39,0.36,0.135,0.066
-8.2312e-02,0.39,0.36,0.115,0.058
-8.2304e-02,0.39,0.36,0.135,0.066
-8.2296e-02,0.39,0.4,0.135,0.066
-8.2288e-02,0.39,0.36,0.135,0.066
-8.2280e-02,0.39,0.32,0.135,0.066
-8.2272e-02,0.39,0.36,0.115,0.058
-8.2264e-02,0.39,0.36,0.135,0.066
-8.2256e-02,0.39,0.36,0.115,0.066
-8.2248e-02,0.39,0.32,0.135,0.066
-8.2240e-02,0.39,0.36,0.115,0.066
-8.2232e-02,0.39,0.4,0.135,0.066
-8.2224e-02,0.39,0.36,0.115,0.066
-8.2216e-02,0.39,0.32,0.115,0.066
-8.2208e-02,0.39,0.4,0.135,0.066
-8.2200e-02,0.39,0.36,0.135,0.066
-8.2192e-02,0.39,0.36,0.135,0.066
-8.2184e-02,0.39,0.36,0.135,0.066
-8.2176e-02,0.39,0.36,0.135,0.058
-8.2168e-02,0.39,0.36,0.135,0.066
-8.2160e-02,0.39,0.36,0.135,0.066
-8.2152e-02,0.39,0.36,0.135,0.066
-8.2144e-02,0.39,0.36,0.135,0.074
-8.2136e-02,0.35,0.36,0.135,0.066
-8.2128e-02,0.39,0.32,0.135,0.066
-8.2120e-02,0.39,0.36,0.135,0.058
-8.2112e-02,0.39,0.36,0.135,0.066
-8.2104e-02,0.39,0.36,0.115,0.058
-8.2096e-02,0.39,0.36,0.135,0.066
-8.2088e-02,0.39,0.36,0.135,0.058
-8.2080e-02,0.39,0.32,0.135,0.066
-8.2072e-02,0.39,0.36,0.115,0.066
-8.2064e-02,0.39,0.36,0.115,0.066
-8.2056e-02,0.39,0.36,0.115,0.066
-8.2048e-02,0.39,0.32,0.135,0.066
-8.2040e-02,0.39,0.36,0.115,0.066
-8.2032e-02,0.39,0.36,0.135,0.066
-8.2024e-02,0.39,0.36,0.135,0.066
-8.2016e-02,0.43,0.4,0.115,0.066
-8.2008e-02,0.35,0.36,0.135,0.066
-8.2000e-02,0.35,0.4,0.115,0.058
-8.1992e-02,0.39,0.36,0.135,0.066
-8.1984e-02,0.39,0.32,0.115,0.066
-8.1976e-02,0.39,0.32,0.135,0.066
-8.1968e-02,0.39,0.36,0.115,0.066
-8.1960e-02,0.39,0.36,0.135,0.066
-8.1952e-02,0.39,0.36,0.135,0.066
-8.1944e-02,0.39,0.36,0.135,0.066
-8.1936e-02,0.35,0.32,0.135,0.074
-8.1928e-02,0.35,0.32,0.135,0.066
-8.1920e-02,0.39,0.36,0.135,0.066
-8.1912e-02,0.39,0.36,0.135,0.066
-8.1904e-02,0.39,0.36,0.135,0.066
-8.1896e-02,0.39,0.36,0.135,0.066
-8.1888e-02,0.39,0.36,0.135,0.074
-8.1880e-02,0.39,0.32,0.135,0.066
-8.1872e-02,0.39,0.36,0.135,0.066
-8.1864e-02,0.39,0.32,0.135,0.066
-8.1856e-02,0.39,0.32,0.115,0.066
-8.1848e-02,0.39,0.36,0.135,0.066
-8.1840e-02,0.39,0.4,0.135,0.066
-8.1832e-02,0.39,0.32,0.135,0.074
-8.1824e-02,0.39,0.36,0.115,0.074
-8.1816e-02,0.39,0.32,0.115,0.066
-8.1808e-02,0.39,0.36,0.135,0.066
-8.1800e-02,0.39,0.32,0.015,0.074
-8.1792e-02,0.39,0.36,-0.00499999,0.114
-8.1784e-02,0.39,0.32,-0.00499999,0.178
-8.1776e-02,0.43,0.36,-0.00499999,0.202
-8.1768e-02,0.39,0.36,0.015,0.218
-8.1760e-02,0.39,0.32,-0.00499999,0.202
-8.1752e-02,0.39,0.32,-0.00499999,0.162
-8.1744e-02,0.39,0.36,-0.025,0.162
-8.1736e-02,0.39,0.36,-0.00499999,0.178
-8.1728e-02,0.39,0.36,-0.00499999,0.162
-8.1720e-02,0.39,0.36,-0.00499999,0.178
-8.1712e-02,0.39,0.36,-0.00499999,0.162
-8.1704e-02,0.39,0.32,-0.00499999,0.17
-8.1696e-02,0.39,0.32,-0.00499999,0.162
-8.1688e-02,0.39,0.36,-0.00499999,0.17
-8.1680e-02,0.39,0.36,-0.00499999,0.17
-8.1672e-02,0.39,0.36,-0.00499999,0.162
-8.1664e-02,0.39,0.4,-0.00499999,0.17
-8.1656e-02,0.39,0.32,-0.00499999,0.17
-8.1648e-02,0.39,0.36,0.015,0.17
-8.1640e-02,0.39,0.36,-0.00499999,0.17
-8.1632e-02,0.39,0.36,-0.00499999,0.17
-8.1624e-02,0.39,0.36,-0.00499999,0.162
-8.1616e-02,0.35,0.36,-0.00499999,0.17
-8.1608e-02,0.39,0.36,-0.00499999,0.162
-8.1600e-02,0.39,0.36,-0.00499999,0.162
-8.1592e-02,0.39,0.36,-0.00499999,0.17
-8.1584e-02,0.39,0.36,-0.025,0.17
-8.1576e-02,0.39,0.36,-0.00499999,0.17
-8.1568e-02,0.39,0.36,-0.00499999,0.17
-8.1560e-02,0.39,0.36,-0.00499999,0.17
-8.1552e-02,0.39,0.36,-0.00499999,0.17
